x-axis,1
second,Volt
-2.500000E-03,+14.812500E-03
-2.495000E-03,+12.625000E-03
-2.490000E-03,+13.875000E-03
-2.485000E-03,+13.562500E-03
-2.480000E-03,+14.187500E-03
-2.475000E-03,+14.812500E-03
-2.470000E-03,+15.125000E-03
-2.465000E-03,+14.500000E-03
-2.460000E-03,+13.250000E-03
-2.455000E-03,+14.812500E-03
-2.450000E-03,+15.125000E-03
-2.445000E-03,+16.375000E-03
-2.440000E-03,+14.187500E-03
-2.435000E-03,+16.062500E-03
-2.430000E-03,+16.687500E-03
-2.425000E-03,+13.875000E-03
-2.420000E-03,+14.500000E-03
-2.415000E-03,+21.062499E-03
-2.410000E-03,+16.687500E-03
-2.405000E-03,+15.437500E-03
-2.400000E-03,+15.437500E-03
-2.395000E-03,+14.187500E-03
-2.390000E-03,+16.062500E-03
-2.385000E-03,+16.062500E-03
-2.380000E-03,+9.812500E-03
-2.375000E-03,+14.187500E-03
-2.370000E-03,+14.500000E-03
-2.365000E-03,+12.000000E-03
-2.360000E-03,+16.062500E-03
-2.355000E-03,+15.125000E-03
-2.350000E-03,+16.687500E-03
-2.345000E-03,+13.250000E-03
-2.340000E-03,+16.062500E-03
-2.335000E-03,+15.437500E-03
-2.330000E-03,+14.187500E-03
-2.325000E-03,+14.812500E-03
-2.320000E-03,+16.375000E-03
-2.315000E-03,+14.500000E-03
-2.310000E-03,+16.687500E-03
-2.305000E-03,+13.875000E-03
-2.300000E-03,+16.375000E-03
-2.295000E-03,+15.437500E-03
-2.290000E-03,+13.875000E-03
-2.285000E-03,+15.750000E-03
-2.280000E-03,+18.249999E-03
-2.275000E-03,+16.375000E-03
-2.270000E-03,+14.187500E-03
-2.265000E-03,+15.437500E-03
-2.260000E-03,+15.437500E-03
-2.255000E-03,+16.687500E-03
-2.250000E-03,+13.875000E-03
-2.245000E-03,+18.249999E-03
-2.240000E-03,+16.375000E-03
-2.235000E-03,+15.437500E-03
-2.230000E-03,+15.125000E-03
-2.225000E-03,+13.250000E-03
-2.220000E-03,+13.875000E-03
-2.215000E-03,+16.375000E-03
-2.210000E-03,+16.062500E-03
-2.205000E-03,+14.812500E-03
-2.200000E-03,+14.187500E-03
-2.195000E-03,+16.062500E-03
-2.190000E-03,+17.000000E-03
-2.185000E-03,+16.375000E-03
-2.180000E-03,+14.500000E-03
-2.175000E-03,+15.125000E-03
-2.170000E-03,+14.500000E-03
-2.165000E-03,+13.250000E-03
-2.160000E-03,+16.375000E-03
-2.155000E-03,+11.687500E-03
-2.150000E-03,+15.437500E-03
-2.145000E-03,+13.250000E-03
-2.140000E-03,+14.500000E-03
-2.135000E-03,+12.000000E-03
-2.130000E-03,+16.687500E-03
-2.125000E-03,+16.062500E-03
-2.120000E-03,+15.125000E-03
-2.115000E-03,+15.125000E-03
-2.110000E-03,+13.875000E-03
-2.105000E-03,+14.812500E-03
-2.100000E-03,+17.937500E-03
-2.095000E-03,+17.937500E-03
-2.090000E-03,+15.437500E-03
-2.085000E-03,+19.499999E-03
-2.080000E-03,+15.125000E-03
-2.075000E-03,+14.812500E-03
-2.070000E-03,+17.000000E-03
-2.065000E-03,+16.687500E-03
-2.060000E-03,+17.625000E-03
-2.055000E-03,+15.125000E-03
-2.050000E-03,+17.312500E-03
-2.045000E-03,+16.375000E-03
-2.040000E-03,+16.687500E-03
-2.035000E-03,+17.625000E-03
-2.030000E-03,+18.249999E-03
-2.025000E-03,+15.437500E-03
-2.020000E-03,+16.062500E-03
-2.015000E-03,+13.875000E-03
-2.010000E-03,+16.375000E-03
-2.005000E-03,+15.437500E-03
-2.000000E-03,+14.812500E-03
-1.995000E-03,+16.375000E-03
-1.990000E-03,+16.062500E-03
-1.985000E-03,+17.000000E-03
-1.980000E-03,+16.375000E-03
-1.975000E-03,+17.625000E-03
-1.970000E-03,+17.625000E-03
-1.965000E-03,+16.375000E-03
-1.960000E-03,+18.562499E-03
-1.955000E-03,+17.625000E-03
-1.950000E-03,+18.249999E-03
-1.945000E-03,+17.937500E-03
-1.940000E-03,+15.750000E-03
-1.935000E-03,+16.687500E-03
-1.930000E-03,+17.937500E-03
-1.925000E-03,+17.625000E-03
-1.920000E-03,+15.125000E-03
-1.915000E-03,+18.562499E-03
-1.910000E-03,+16.375000E-03
-1.905000E-03,+17.625000E-03
-1.900000E-03,+17.312500E-03
-1.895000E-03,+16.062500E-03
-1.890000E-03,+16.062500E-03
-1.885000E-03,+17.000000E-03
-1.880000E-03,+16.062500E-03
-1.875000E-03,+16.062500E-03
-1.870000E-03,+17.312500E-03
-1.865000E-03,+17.000000E-03
-1.860000E-03,+17.000000E-03
-1.855000E-03,+17.937500E-03
-1.850000E-03,+17.000000E-03
-1.845000E-03,+17.312500E-03
-1.840000E-03,+17.000000E-03
-1.835000E-03,+15.125000E-03
-1.830000E-03,+17.312500E-03
-1.825000E-03,+16.687500E-03
-1.820000E-03,+15.125000E-03
-1.815000E-03,+16.687500E-03
-1.810000E-03,+20.437499E-03
-1.805000E-03,+15.437500E-03
-1.800000E-03,+17.000000E-03
-1.795000E-03,+16.062500E-03
-1.790000E-03,+18.874999E-03
-1.785000E-03,+18.249999E-03
-1.780000E-03,+18.249999E-03
-1.775000E-03,+16.375000E-03
-1.770000E-03,+16.062500E-03
-1.765000E-03,+18.562499E-03
-1.760000E-03,+20.124999E-03
-1.755000E-03,+16.687500E-03
-1.750000E-03,+18.874999E-03
-1.745000E-03,+16.687500E-03
-1.740000E-03,+17.000000E-03
-1.735000E-03,+16.375000E-03
-1.730000E-03,+13.875000E-03
-1.725000E-03,+18.874999E-03
-1.720000E-03,+18.562499E-03
-1.715000E-03,+15.750000E-03
-1.710000E-03,+18.874999E-03
-1.705000E-03,+15.437500E-03
-1.700000E-03,+17.625000E-03
-1.695000E-03,+15.437500E-03
-1.690000E-03,+17.000000E-03
-1.685000E-03,+16.375000E-03
-1.680000E-03,+16.375000E-03
-1.675000E-03,+15.125000E-03
-1.670000E-03,+16.687500E-03
-1.665000E-03,+15.125000E-03
-1.660000E-03,+16.375000E-03
-1.655000E-03,+17.000000E-03
-1.650000E-03,+16.375000E-03
-1.645000E-03,+17.000000E-03
-1.640000E-03,+17.000000E-03
-1.635000E-03,+16.687500E-03
-1.630000E-03,+15.750000E-03
-1.625000E-03,+17.625000E-03
-1.620000E-03,+13.875000E-03
-1.615000E-03,+17.312500E-03
-1.610000E-03,+15.437500E-03
-1.605000E-03,+16.375000E-03
